ID,C_x1ANx94e2aff24d44ad8,C_x1ANxD265003d7331d86,C_x2ANxE8d62589cd45dce,C_CreationDate,C_CrIdentity,C_Id,C_LifeCycleStd,C_OrderedDate,C_Uuid,U_PlcTotalNetValueCurrency,K_PlcTotalNetValue,NodeId,Count
.9~0000000000011ED0A0A31123C847DB1A,,,/Date(1305703823000)/,/Date(1305676800000)/,00000000-0001-1DDF-BAE0-D5CD8AB949A5,00000000000000000000000000000000083,4,,00000000-0001-1ED0-A0A3-1123C847DB1A,,0.000000,0000000000011ED0A0A31123C847DB1A,1
.9~0000000000011ED0A0A3D551AF151D59,,,/Date(1305705951000)/,/Date(1305676800000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000084,10,/Date(1305676800000)/,00000000-0001-1ED0-A0A3-D551AF151D59,,0.000000,0000000000011ED0A0A3D551AF151D59,1
.9~0000000000011ED0A1E9D93276322E44,,,/Date(1306384039000)/,/Date(1306368000000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000091,10,/Date(1306368000000)/,00000000-0001-1ED0-A1E9-D93276322E44,,0.000000,0000000000011ED0A1E9D93276322E44,1
.9~0000000000011ED0A283E6016EAF169B,,,/Date(1306474389000)/,/Date(1306454400000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000092,10,/Date(1306454400000)/,00000000-0001-1ED0-A283-E6016EAF169B,,0.000000,0000000000011ED0A283E6016EAF169B,1
.9~0000000000011ED0A6DD9A0CD45A201B,,,/Date(1308540545000)/,/Date(1308528000000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000102,10,/Date(1308528000000)/,00000000-0001-1ED0-A6DD-9A0CD45A201B,,0.000000,0000000000011ED0A6DD9A0CD45A201B,1
.9~0000000000011ED0A6E1C88EA67E8C6A,,,/Date(1309234579000)/,/Date(1308528000000)/,00000000-0001-1DDF-BAE0-D5CD8AB949A5,00000000000000000000000000000000103,10,/Date(1308528000000)/,00000000-0001-1ED0-A6E1-C88EA67E8C6A,,0.000000,0000000000011ED0A6E1C88EA67E8C6A,1
.9~0000000000011ED0A6E1FCFE0D310CE7,,,/Date(1587345656000)/,/Date(1308528000000)/,00000000-0001-1DDF-BAE0-D5CD8AB949A5,00000000000000000000000000000000104,10,/Date(1308528000000)/,00000000-0001-1ED0-A6E1-FCFE0D310CE7,,0.000000,0000000000011ED0A6E1FCFE0D310CE7,1
.9~0000000000011ED0A6E24F6ECC0E8DE2,,,/Date(1308556996000)/,/Date(1308528000000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000105,10,/Date(1308528000000)/,00000000-0001-1ED0-A6E2-4F6ECC0E8DE2,,0.000000,0000000000011ED0A6E24F6ECC0E8DE2,1
.9~0000000000011ED0A6E2FC9BD1E8CFC9,,,/Date(1690180932000)/,/Date(1308528000000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000106,10,/Date(1308528000000)/,00000000-0001-1ED0-A6E2-FC9BD1E8CFC9,,0.000000,0000000000011ED0A6E2FC9BD1E8CFC9,1
.9~0000000000011ED0A6E364E5A62E9102,,,/Date(1308560631000)/,/Date(1308528000000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000107,10,/Date(1308528000000)/,00000000-0001-1ED0-A6E3-64E5A62E9102,,0.000000,0000000000011ED0A6E364E5A62E9102,1
.9~0000000000011ED0A6F7D83D90408DC7,,,/Date(1324893228000)/,/Date(1308614400000)/,00000000-0001-1DDF-BAE0-D57ABA6E49A5,00000000000000000000000000000000108,10,/Date(1308614400000)/,00000000-0001-1ED0-A6F7-D83D90408DC7,,0.000000,0000000000011ED0A6F7D83D90408DC7,1
.9~0000000000011ED0A9BE2170CB1813E7,,,/Date(1309751931000)/,/Date(1309737600000)/,00000000-0001-1DDF-BAE0-D57ABA6E49A5,00000000000000000000000000000000121,10,/Date(1309737600000)/,00000000-0001-1ED0-A9BE-2170CB1813E7,,0.000000,0000000000011ED0A9BE2170CB1813E7,1
.9~0000000000011ED0A9BE61BD8DF31496,,,/Date(1309752682000)/,/Date(1309737600000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000122,10,/Date(1309737600000)/,00000000-0001-1ED0-A9BE-61BD8DF31496,,0.000000,0000000000011ED0A9BE61BD8DF31496,1
.9~0000000000011ED0A9BF04C6D5C8167B,,,/Date(1309755281000)/,/Date(1309737600000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000123,10,/Date(1309737600000)/,00000000-0001-1ED0-A9BF-04C6D5C8167B,,0.000000,0000000000011ED0A9BF04C6D5C8167B,1
.9~0000000000011ED0AF970F6A4787CBF4,,,/Date(1312256526000)/,/Date(1312243200000)/,00000000-0001-1DDF-BAE0-D57ABA6E49A5,00000000000000000000000000000000131,10,/Date(1312243200000)/,00000000-0001-1ED0-AF97-0F6A4787CBF4,,0.000000,0000000000011ED0AF970F6A4787CBF4,1
.9~0000000000011ED0AF974B8D1AFC2CA5,,,/Date(1312257251000)/,/Date(1312243200000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000132,10,/Date(1312243200000)/,00000000-0001-1ED0-AF97-4B8D1AFC2CA5,,0.000000,0000000000011ED0AF974B8D1AFC2CA5,1
.9~0000000000011ED0AF9A11F424F474BE,,,/Date(1312267197000)/,/Date(1312243200000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000133,10,/Date(1312243200000)/,00000000-0001-1ED0-AF9A-11F424F474BE,,0.000000,0000000000011ED0AF9A11F424F474BE,1
.9~0000000000011ED0AFB00492C8DC9354,,,/Date(1582292368000)/,/Date(1312329600000)/,00000000-0001-1DDF-BAE0-D5CD8AB949A5,00000000000000000000000000000000134,10,/Date(1312329600000)/,00000000-0001-1ED0-AFB0-0492C8DC9354,,0.000000,0000000000011ED0AFB00492C8DC9354,1
.9~0000000000011ED0AFB2875B499C5A42,,,/Date(1312366635000)/,/Date(1312329600000)/,00000000-0001-1DDF-BAE0-D5CD8AB949A5,00000000000000000000000000000000135,10,/Date(1312329600000)/,00000000-0001-1ED0-AFB2-875B499C5A42,,0.000000,0000000000011ED0AFB2875B499C5A42,1
.9~0000000000011ED0AFB3913B169B9D16,,,/Date(1312354617000)/,/Date(1312329600000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000136,10,/Date(1312329600000)/,00000000-0001-1ED0-AFB3-913B169B9D16,,0.000000,0000000000011ED0AFB3913B169B9D16,1
.9~0000000000011ED0AFB41A23D2FADEA7,,,/Date(1312356455000)/,/Date(1312329600000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000137,10,/Date(1312329600000)/,00000000-0001-1ED0-AFB4-1A23D2FADEA7,,0.000000,0000000000011ED0AFB41A23D2FADEA7,1
.9~0000000000011ED0AFB46E56A2DFDF55,,,/Date(1312357506000)/,/Date(1312329600000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000138,10,/Date(1312329600000)/,00000000-0001-1ED0-AFB4-6E56A2DFDF55,,0.000000,0000000000011ED0AFB46E56A2DFDF55,1
.9~0000000000011ED0B0E60CA1ABF25541,,,/Date(1312967933000)/,/Date(1312934400000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000140,10,/Date(1312934400000)/,00000000-0001-1ED0-B0E6-0CA1ABF25541,,0.000000,0000000000011ED0B0E60CA1ABF25541,1
.9~0000000000011ED1829E84C977B7204D,,,/Date(1320638760000)/,/Date(1320624000000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000144,10,/Date(1320624000000)/,00000000-0001-1ED1-829E-84C977B7204D,,0.000000,0000000000011ED1829E84C977B7204D,1
.9~0000000000011ED182A26504F15E0AA5,,,/Date(1606389785000)/,/Date(1320624000000)/,00000000-0001-1DDF-BAE0-D5CD8AB949A5,00000000000000000000000000000000145,10,/Date(1320624000000)/,00000000-0001-1ED1-82A2-6504F15E0AA5,,0.000000,0000000000011ED182A26504F15E0AA5,1
.9~0000000000011ED182A2CA285175EBCD,,,/Date(1320724689000)/,/Date(1320624000000)/,00000000-0001-1DDF-BAE0-D5CD8AB949A5,00000000000000000000000000000000146,10,/Date(1320624000000)/,00000000-0001-1ED1-82A2-CA285175EBCD,,0.000000,0000000000011ED182A2CA285175EBCD,1
.9~0000000000011ED182A3153FC2982C8F,,,/Date(1320654247000)/,/Date(1320624000000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000147,10,/Date(1320624000000)/,00000000-0001-1ED1-82A3-153FC2982C8F,,0.000000,0000000000011ED182A3153FC2982C8F,1
.9~0000000000011ED182A37C0AC1384DA6,,,/Date(1320655626000)/,/Date(1320624000000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000148,10,/Date(1320624000000)/,00000000-0001-1ED1-82A3-7C0AC1384DA6,,0.000000,0000000000011ED182A37C0AC1384DA6,1
.9~0000000000011ED182B58E80FE92421F,,,/Date(1320717837000)/,/Date(1320710400000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000149,10,/Date(1320710400000)/,00000000-0001-1ED1-82B5-8E80FE92421F,,0.000000,0000000000011ED182B58E80FE92421F,1
.9~0000000000011ED182CF17196D876A4B,,,/Date(1320805753000)/,/Date(1320796800000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000150,10,/Date(1320796800000)/,00000000-0001-1ED1-82CF-17196D876A4B,,0.000000,0000000000011ED182CF17196D876A4B,1
.9~0000000000011ED18B876066A275E1E4,,,/Date(1324517220000)/,/Date(1324512000000)/,00000000-0001-1DDF-BAE0-D57ABA6E49A5,00000000000000000000000000000000151,10,/Date(1324512000000)/,00000000-0001-1ED1-8B87-6066A275E1E4,,0.000000,0000000000011ED18B876066A275E1E4,1
.9~0000000000011ED18B8796DDF8D88233,,,/Date(1324517805000)/,/Date(1324512000000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000152,10,/Date(1324512000000)/,00000000-0001-1ED1-8B87-96DDF8D88233,,0.000000,0000000000011ED18B8796DDF8D88233,1
.9~0000000000011ED18B87AB27AED24263,,,/Date(1324518413000)/,/Date(1324512000000)/,00000000-0001-1DDF-BAE0-D57ABA6E49A5,00000000000000000000000000000000153,10,/Date(1324512000000)/,00000000-0001-1ED1-8B87-AB27AED24263,,0.000000,0000000000011ED18B87AB27AED24263,1
.9~0000000000011ED18B87D9F2901F82CE,,,/Date(1324519115000)/,/Date(1324512000000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000154,10,/Date(1324512000000)/,00000000-0001-1ED1-8B87-D9F2901F82CE,,0.000000,0000000000011ED18B87D9F2901F82CE,1
.9~0000000000011ED18B8892BB7B878466,,,/Date(1324526631000)/,/Date(1324512000000)/,00000000-0001-1DDF-BAE0-D5CD8AB949A5,00000000000000000000000000000000155,10,/Date(1324512000000)/,00000000-0001-1ED1-8B88-92BB7B878466,,0.000000,0000000000011ED18B8892BB7B878466,1
.9~0000000000011ED18B88EAB1C34AC531,,,/Date(1324522626000)/,/Date(1324512000000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000156,10,/Date(1324512000000)/,00000000-0001-1ED1-8B88-EAB1C34AC531,,0.000000,0000000000011ED18B88EAB1C34AC531,1
.9~0000000000011ED18B88F86F36224557,,,/Date(1324526639000)/,/Date(1324512000000)/,00000000-0001-1DDF-BAE0-D5DB1AFAE9A5,00000000000000000000000000000000157,10,/Date(1324512000000)/,00000000-0001-1ED1-8B88-F86F36224557,,0.000000,0000000000011ED18B88F86F36224557,1
.9~0000000000011ED18B894B6086438634,,,/Date(1324523829000)/,/Date(1324512000000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000158,10,/Date(1324512000000)/,00000000-0001-1ED1-8B89-4B6086438634,,0.000000,0000000000011ED18B894B6086438634,1
.9~0000000000011ED18B8967F00CF4C660,,,/Date(1324524321000)/,/Date(1324512000000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000159,10,/Date(1324512000000)/,00000000-0001-1ED1-8B89-67F00CF4C660,,0.000000,0000000000011ED18B8967F00CF4C660,1
.9~0000000000011ED18BF2082377912AA8,,,/Date(1324889201000)/,/Date(1324857600000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000161,10,/Date(1324857600000)/,00000000-0001-1ED1-8BF2-082377912AA8,,0.000000,0000000000011ED18BF2082377912AA8,1
.9~0000000000011ED18DE8977062619C5F,,,/Date(1325730854000)/,/Date(1325721600000)/,00000000-0001-1DDF-BAE0-D57ABA6E49A5,00000000000000000000000000000000171,10,/Date(1325721600000)/,00000000-0001-1ED1-8DE8-977062619C5F,,0.000000,0000000000011ED18DE8977062619C5F,1
.9~0000000000011ED18DE8D4609E815D2E,,,/Date(1325731532000)/,/Date(1325721600000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000172,10,/Date(1325721600000)/,00000000-0001-1ED1-8DE8-D4609E815D2E,,0.000000,0000000000011ED18DE8D4609E815D2E,1
.9~0000000000011ED18DE960E21A791E7B,,,/Date(1325733844000)/,/Date(1325721600000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000173,10,/Date(1325721600000)/,00000000-0001-1ED1-8DE9-60E21A791E7B,,0.000000,0000000000011ED18DE960E21A791E7B,1
.9~0000000000011ED18DE9977C6F815F1C,,,/Date(1325734423000)/,/Date(1325721600000)/,00000000-0001-1DDF-BAE0-D57ABA6E49A5,00000000000000000000000000000000174,10,/Date(1325721600000)/,00000000-0001-1ED1-8DE9-977C6F815F1C,,0.000000,0000000000011ED18DE9977C6F815F1C,1
.9~0000000000011ED18EF46A7BEA818E3E,,,/Date(1326211817000)/,/Date(1326153600000)/,00000000-0001-1DDF-BAE0-D57ABA6E49A5,00000000000000000000000000000000182,10,/Date(1326153600000)/,00000000-0001-1ED1-8EF4-6A7BEA818E3E,,0.000000,0000000000011ED18EF46A7BEA818E3E,1
.9~0000000000011ED199CDDBA9C9F6E3B1,,,/Date(1330916567000)/,/Date(1330905600000)/,00000000-0001-1DDF-BAE0-D57ABA6E49A5,00000000000000000000000000000000201,10,/Date(1330905600000)/,00000000-0001-1ED1-99CD-DBA9C9F6E3B1,,0.000000,0000000000011ED199CDDBA9C9F6E3B1,1
.9~0000000000011ED199CE1548D8808427,,,/Date(1330917248000)/,/Date(1330905600000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000202,10,/Date(1330905600000)/,00000000-0001-1ED1-99CE-1548D8808427,,0.000000,0000000000011ED199CE1548D8808427,1
.9~0000000000011ED199CF583102EEC79A,,,/Date(1330921898000)/,/Date(1330905600000)/,00000000-0001-1DDF-BAE0-D57ABA6E49A5,00000000000000000000000000000000203,10,/Date(1330905600000)/,00000000-0001-1ED1-99CF-583102EEC79A,,0.000000,0000000000011ED199CF583102EEC79A,1
.9~0000000000011ED199D0EFCDBFAC6BB6,,,/Date(1330927436000)/,/Date(1330905600000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000204,10,/Date(1330905600000)/,00000000-0001-1ED1-99D0-EFCDBFAC6BB6,,0.000000,0000000000011ED199D0EFCDBFAC6BB6,1
.9~0000000000011ED199E8991598D86AE5,,,/Date(1331102781000)/,/Date(1330992000000)/,00000000-0001-1DDF-BAE0-D5DB1AFAE9A5,00000000000000000000000000000000205,10,/Date(1330992000000)/,00000000-0001-1ED1-99E8-991598D86AE5,,0.000000,0000000000011ED199E8991598D86AE5,1
.9~0000000000011ED199E9C6104ADC4E17,,,/Date(1331102788000)/,/Date(1330992000000)/,00000000-0001-1DDF-BAE0-D5DB1AFAE9A5,00000000000000000000000000000000206,10,/Date(1330992000000)/,00000000-0001-1ED1-99E9-C6104ADC4E17,,0.000000,0000000000011ED199E9C6104ADC4E17,1
.9~0000000000011ED199EA275BF8B30EF0,,,/Date(1331014016000)/,/Date(1330992000000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000207,10,/Date(1330992000000)/,00000000-0001-1ED1-99EA-275BF8B30EF0,,0.000000,0000000000011ED199EA275BF8B30EF0,1
.9~0000000000011ED199EAAB7A4227F028,,,/Date(1331015775000)/,/Date(1330992000000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000208,10,/Date(1330992000000)/,00000000-0001-1ED1-99EA-AB7A4227F028,,0.000000,0000000000011ED199EAAB7A4227F028,1
.9~0000000000011ED199EB048E2883F127,,,/Date(1331016900000)/,/Date(1330992000000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000209,10,/Date(1330992000000)/,00000000-0001-1ED1-99EB-048E2883F127,,0.000000,0000000000011ED199EB048E2883F127,1
.9~0000000000011ED19FF1F4E7235D3EBE,,,/Date(1333679853000)/,/Date(1333670400000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000214,10,/Date(1333670400000)/,00000000-0001-1ED1-9FF1-F4E7235D3EBE,,0.000000,0000000000011ED19FF1F4E7235D3EBE,1
.9~0000000000011EE084DF57A6F3327B85,,,/Date(1293593186000)/,/Date(1293580800000)/,00000000-0001-1DDF-BAE0-D57ABA6E49A5,00000000000000000000000000000000001,10,/Date(1293580800000)/,00000000-0001-1EE0-84DF-57A6F3327B85,,0.000000,0000000000011EE084DF57A6F3327B85,1
.9~0000000000011EE084DF8298B8BA5C01,,,/Date(1293593692000)/,/Date(1293580800000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000002,10,/Date(1293580800000)/,00000000-0001-1EE0-84DF-8298B8BA5C01,,0.000000,0000000000011EE084DF8298B8BA5C01,1
.9~0000000000011EE089A8AB0E678F8883,,,/Date(1295605100000)/,/Date(1295568000000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000021,10,/Date(1295568000000)/,00000000-0001-1EE0-89A8-AB0E678F8883,,0.000000,0000000000011EE089A8AB0E678F8883,1
.9~0000000000011EE08ECEF670A858B103,,,/Date(1297934979000)/,/Date(1297900800000)/,00000000-0001-1DDF-BAE0-D57ABA6E49A5,00000000000000000000000000000000031,10,/Date(1297900800000)/,00000000-0001-1EE0-8ECE-F670A858B103,,0.000000,0000000000011EE08ECEF670A858B103,1
.9~0000000000011EE08ECF228DAF9AF1BA,,,/Date(1297936889000)/,/Date(1297900800000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000032,10,/Date(1297900800000)/,00000000-0001-1EE0-8ECF-228DAF9AF1BA,,0.000000,0000000000011EE08ECF228DAF9AF1BA,1
.9~0000000000011EE09B981E44CD9DFB44,,,/Date(1303465232000)/,/Date(1303430400000)/,00000000-0001-1DDF-BAE0-D57ABA6E49A5,00000000000000000000000000000000061,10,/Date(1303430400000)/,00000000-0001-1EE0-9B98-1E44CD9DFB44,,0.000000,0000000000011EE09B981E44CD9DFB44,1
.9~0000000000011EE09BFB1E1CAE9B41F9,,,/Date(1303804708000)/,/Date(1303776000000)/,00000000-0001-1DDF-BAE0-D56013B249A5,00000000000000000000000000000000062,10,/Date(1303776000000)/,00000000-0001-1EE0-9BFB-1E1CAE9B41F9,,0.000000,0000000000011EE09BFB1E1CAE9B41F9,1
.9~0000000000011EE09CAEC6ADDAFE4059,,,/Date(1677144276000)/,/Date(1303948800000)/,00000000-0001-1DDF-BAE0-D5CD8AB949A5,00000000000000000000000000000000077,10,/Date(1303948800000)/,00000000-0001-1EE0-9CAE-C6ADDAFE4059,,0.000000,0000000000011EE09CAEC6ADDAFE4059,1
.9~0000000000011EE09CAEFC613CCE80F7,,,/Date(1303982391000)/,/Date(1303948800000)/,00000000-0001-1DDF-BAE0-D5CD8AB949A5,00000000000000000000000000000000078,10,/Date(1303948800000)/,00000000-0001-1EE0-9CAE-FC613CCE80F7,,0.000000,0000000000011EE09CAEFC613CCE80F7,1
.9~0000000000011EE09CAF20B9D9F54142,,,/Date(1303982862000)/,/Date(1303948800000)/,00000000-0001-1DDF-BAE0-D5CD8AB949A5,00000000000000000000000000000000079,10,/Date(1303948800000)/,00000000-0001-1EE0-9CAF-20B9D9F54142,,0.000000,0000000000011EE09CAF20B9D9F54142,1
